PartitionKey,RowKey,Gemeente,Provincie,Postcode
1000,Amsterdam,Amsterdam,Noord Holland,1000
1000,Amsterdam,Amsterdam,Noord Holland,1000
1001,Amsterdam,Amsterdam,Noord Holland,1001
1002,Amsterdam,Amsterdam,Noord Holland,1002
1003,Amsterdam,Amsterdam,Noord Holland,1003
1005,Amsterdam,Amsterdam,Noord Holland,1005
1006,Amsterdam,Amsterdam,Noord Holland,1006
1007,Amsterdam,Amsterdam,Noord Holland,1007
1008,Amsterdam,Amsterdam,Noord Holland,1008
1009,Amsterdam,Amsterdam,Noord Holland,1009
1011,Amsterdam,Amsterdam,Noord Holland,1011
1012,Amsterdam,Amsterdam,Noord Holland,1012
1013,Amsterdam,Amsterdam,Noord Holland,1013
1014,Amsterdam,Amsterdam,Noord Holland,1014
1015,Amsterdam,Amsterdam,Noord Holland,1015
1016,Amsterdam,Amsterdam,Noord Holland,1016
1017,Amsterdam,Amsterdam,Noord Holland,1017
1018,Amsterdam,Amsterdam,Noord Holland,1018
1019,Amsterdam,Amsterdam,Noord Holland,1019
1020,Amsterdam,Amsterdam,Noord Holland,1020
1021,Amsterdam,Amsterdam,Noord Holland,1021
1022,Amsterdam,Amsterdam,Noord Holland,1022
1023,Amsterdam,Amsterdam,Noord Holland,1023
1024,Amsterdam,Amsterdam,Noord Holland,1024
1025,Amsterdam,Amsterdam,Noord Holland,1025
1026,Amsterdam,Amsterdam,Noord Holland,1026
1027,Amsterdam,Amsterdam,Noord Holland,1027
1028,Amsterdam,Amsterdam,Noord Holland,1028
1030,Amsterdam,Amsterdam,Noord Holland,1030
1031,Amsterdam,Amsterdam,Noord Holland,1031
1032,Amsterdam,Amsterdam,Noord Holland,1032
1033,Amsterdam,Amsterdam,Noord Holland,1033
1034,Amsterdam,Amsterdam,Noord Holland,1034
1035,Amsterdam,Amsterdam,Noord Holland,1035
1036,Amsterdam,Amsterdam,Noord Holland,1036
1037,Amsterdam,Amsterdam,Noord Holland,1037
1040,Amsterdam,Amsterdam,Noord Holland,1040
1041,Amsterdam,Amsterdam,Noord Holland,1041
1042,Amsterdam,Amsterdam,Noord Holland,1042
1043,Amsterdam,Amsterdam,Noord Holland,1043
1044,Amsterdam,Amsterdam,Noord Holland,1044
1045,Amsterdam,Amsterdam,Noord Holland,1045
1046,Amsterdam,Amsterdam,Noord Holland,1046
1047,Amsterdam,Amsterdam,Noord Holland,1047
1051,Amsterdam,Amsterdam,Noord Holland,1051
1052,Amsterdam,Amsterdam,Noord Holland,1052
1053,Amsterdam,Amsterdam,Noord Holland,1053
1054,Amsterdam,Amsterdam,Noord Holland,1054
1055,Amsterdam,Amsterdam,Noord Holland,1055
1056,Amsterdam,Amsterdam,Noord Holland,1056
1057,Amsterdam,Amsterdam,Noord Holland,1057
1058,Amsterdam,Amsterdam,Noord Holland,1058
1059,Amsterdam,Amsterdam,Noord Holland,1059
1060,Amsterdam,Amsterdam,Noord Holland,1060
1061,Amsterdam,Amsterdam,Noord Holland,1061
1062,Amsterdam,Amsterdam,Noord Holland,1062
1063,Amsterdam,Amsterdam,Noord Holland,1063
1064,Amsterdam,Amsterdam,Noord Holland,1064
1065,Amsterdam,Amsterdam,Noord Holland,1065
1066,Amsterdam,Amsterdam,Noord Holland,1066
1067,Amsterdam,Amsterdam,Noord Holland,1067
1068,Amsterdam,Amsterdam,Noord Holland,1068
1069,Amsterdam,Amsterdam,Noord Holland,1069
1070,Amsterdam,Amsterdam,Noord Holland,1070
1071,Amsterdam,Amsterdam,Noord Holland,1071
1072,Amsterdam,Amsterdam,Noord Holland,1072
1073,Amsterdam,Amsterdam,Noord Holland,1073
1074,Amsterdam,Amsterdam,Noord Holland,1074
1075,Amsterdam,Amsterdam,Noord Holland,1075
1076,Amsterdam,Amsterdam,Noord Holland,1076
1077,Amsterdam,Amsterdam,Noord Holland,1077
1078,Amsterdam,Amsterdam,Noord Holland,1078
1079,Amsterdam,Amsterdam,Noord Holland,1079
1080,Amsterdam,Amsterdam,Noord Holland,1080
1081,Amsterdam,Amsterdam,Noord Holland,1081
1082,Amsterdam,Amsterdam,Noord Holland,1082
1083,Amsterdam,Amsterdam,Noord Holland,1083
1086,Amsterdam,Amsterdam,Noord Holland,1086
1087,Amsterdam,Amsterdam,Noord Holland,1087
1090,Amsterdam,Amsterdam,Noord Holland,1090
1091,Amsterdam,Amsterdam,Noord Holland,1091
1092,Amsterdam,Amsterdam,Noord Holland,1092
1093,Amsterdam,Amsterdam,Noord Holland,1093
1094,Amsterdam,Amsterdam,Noord Holland,1094
1095,Amsterdam,Amsterdam,Noord Holland,1095
1096,Amsterdam,Amsterdam,Noord Holland,1096
1097,Amsterdam,Amsterdam,Noord Holland,1097
1098,Amsterdam,Amsterdam,Noord Holland,1098
1099,Amsterdam,Amsterdam,Noord Holland,1099
1100,Amsterdam Zuidoost,Amsterdam,Noord Holland,1100
1101,Amsterdam Zuidoost,Amsterdam,Noord Holland,1101
1102,Amsterdam Zuidoost,Amsterdam,Noord Holland,1102
1103,Amsterdam Zuidoost,Amsterdam,Noord Holland,1103
1104,Amsterdam Zuidoost,Amsterdam,Noord Holland,1104
1105,Amsterdam Zuidoost,Amsterdam,Noord Holland,1105
1106,Amsterdam Zuidoost,Amsterdam,Noord Holland,1106
1107,Amsterdam Zuidoost,Amsterdam,Noord Holland,1107
1108,Amsterdam Zuidoost,Amsterdam,Noord Holland,1108
1109,Amsterdam Zuidoost,Amsterdam,Noord Holland,1109
1110,Diemen,Diemen,Noord Holland,1110
1111,Diemen,Diemen,Noord Holland,1111
1112,Diemen,Diemen,Noord Holland,1112
1113,Diemen,Diemen,Noord Holland,1113
1115,Duivendrecht,Ouder Amstel,Noord Holland,1115
1117,Schiphol,Haarlemmermeer,Noord Holland,1117
1118,Luchthaven Schiphol,Haarlemmermeer,Noord Holland,1118
1119,Schiphol Rijk,Haarlemmermeer,Noord Holland,1119
1120,Landsmeer,Landsmeer,Noord Holland,1120
1121,Landsmeer,Landsmeer,Noord Holland,1121
1127,Den Ilp,Landsmeer,Noord Holland,1127
1130,Volendam,Edam Volendam,Noord Holland,1130
1131,Volendam,Edam Volendam,Noord Holland,1131
1132,Volendam,Edam Volendam,Noord Holland,1132
1135,Edam,Edam Volendam,Noord Holland,1135
1140,Monnickendam,Waterland,Noord Holland,1140
1141,Monnickendam,Waterland,Noord Holland,1141
1145,Katwoude,Waterland,Noord Holland,1145
1150,Broek in Waterland,Waterland,Noord Holland,1150
1151,Broek in Waterland,Waterland,Noord Holland,1151
1153,Zuiderwoude,Waterland,Noord Holland,1153
1154,Uitdam,Waterland,Noord Holland,1154
1156,Marken,Waterland,Noord Holland,1156
1160,Zwanenburg,Haarlemmermeer,Noord Holland,1160
1161,Zwanenburg,Haarlemmermeer,Noord Holland,1161
1165,Halfweg (NH),Haarlemmerliede en Spaarnwoude,Noord Holland,1165
1170,Badhoevedorp,Haarlemmermeer,Noord Holland,1170
1171,Badhoevedorp,Haarlemmermeer,Noord Holland,1171
1175,Lijnden,Haarlemmermeer,Noord Holland,1175
1180,Amstelveen,Amstelveen,Noord Holland,1180
1181,Amstelveen,Amstelveen,Noord Holland,1181
1182,Amstelveen,Amstelveen,Noord Holland,1182
1183,Amstelveen,Amstelveen,Noord Holland,1183
1184,Amstelveen,Amstelveen,Noord Holland,1184
1185,Amstelveen,Amstelveen,Noord Holland,1185
1186,Amstelveen,Amstelveen,Noord Holland,1186
1187,Amstelveen,Amstelveen,Noord Holland,1187
1188,Amstelveen,Amstelveen,Noord Holland,1188
1189,Amstelveen,Amstelveen,Noord Holland,1189
1190,Ouderkerk Amstel,Ouder Amstel,Noord Holland,1190
1191,Ouderkerk Amstel,Ouder Amstel,Noord Holland,1191
1200,Hilversum,Hilversum,Noord Holland,1200
1201,Hilversum,Hilversum,Noord Holland,1201
1202,Hilversum,Hilversum,Noord Holland,1202
1211,Hilversum,Hilversum,Noord Holland,1211
1212,Hilversum,Hilversum,Noord Holland,1212
1213,Hilversum,Hilversum,Noord Holland,1213
1214,Hilversum,Hilversum,Noord Holland,1214
1215,Hilversum,Hilversum,Noord Holland,1215
1216,Hilversum,Hilversum,Noord Holland,1216
1217,Hilversum,Hilversum,Noord Holland,1217
1218,Hilversum,Hilversum,Noord Holland,1218
1221,Hilversum,Hilversum,Noord Holland,1221
1222,Hilversum,Hilversum,Noord Holland,1222
1223,Hilversum,Hilversum,Noord Holland,1223
1230,Loosdrecht,Wijdemeren,Noord Holland,1230
1231,Loosdrecht,Wijdemeren,Noord Holland,1231
1240,Kortenhoef,Wijdemeren,Noord Holland,1240
1241,Kortenhoef,Wijdemeren,Noord Holland,1241
1243,s Graveland,Wijdemeren,Noord Holland,1243
1244,Ankeveen,Wijdemeren,Noord Holland,1244
1250,Laren (NH),Laren,Noord Holland,1250
1251,Laren (NH),Laren,Noord Holland,1251
1252,Laren (NH),Laren,Noord Holland,1252
1260,Blaricum,Blaricum,Noord Holland,1260
1261,Blaricum,Blaricum,Noord Holland,1261
1270,Huizen,Huizen,Noord Holland,1270
1271,Huizen,Huizen,Noord Holland,1271
1272,Huizen,Huizen,Noord Holland,1272
1273,Huizen,Huizen,Noord Holland,1273
1274,Huizen,Huizen,Noord Holland,1274
1275,Huizen,Huizen,Noord Holland,1275
1276,Huizen,Huizen,Noord Holland,1276
1277,Huizen,Huizen,Noord Holland,1277
1300,Almere,Almere,Flevoland,1300
1301,Almere,Almere,Flevoland,1301
1302,Almere,Almere,Flevoland,1302
1303,Almere,Almere,Flevoland,1303
1305,Almere,Almere,Flevoland,1305
1309,Almere,Almere,Flevoland,1309
1311,Almere,Almere,Flevoland,1311
1312,Almere,Almere,Flevoland,1312
1313,Almere,Almere,Flevoland,1313
1314,Almere,Almere,Flevoland,1314
1315,Almere,Almere,Flevoland,1315
1316,Almere,Almere,Flevoland,1316
1317,Almere,Almere,Flevoland,1317
1318,Almere,Almere,Flevoland,1318
1319,Almere,Almere,Flevoland,1319
1320,Almere,Almere,Flevoland,1320
1321,Almere,Almere,Flevoland,1321
1322,Almere,Almere,Flevoland,1322
1323,Almere,Almere,Flevoland,1323
1324,Almere,Almere,Flevoland,1324
1325,Almere,Almere,Flevoland,1325
1326,Almere,Almere,Flevoland,1326
1327,Almere,Almere,Flevoland,1327
1328,Almere,Almere,Flevoland,1328
1329,Almere,Almere,Flevoland,1329
1331,Almere,Almere,Flevoland,1331
1332,Almere,Almere,Flevoland,1332
1333,Almere,Almere,Flevoland,1333
1334,Almere,Almere,Flevoland,1334
1335,Almere,Almere,Flevoland,1335
1336,Almere,Almere,Flevoland,1336
1338,Almere,Almere,Flevoland,1338
1339,Almere,Almere,Flevoland,1339
1341,Almere,Almere,Flevoland,1341
1343,Almere,Almere,Flevoland,1343
1349,Almere,Almere,Flevoland,1349
1351,Almere,Almere,Flevoland,1351
1352,Almere,Almere,Flevoland,1352
1353,Almere,Almere,Flevoland,1353
1354,Almere,Almere,Flevoland,1354
1355,Almere,Almere,Flevoland,1355
1356,Almere,Almere,Flevoland,1356
1357,Almere,Almere,Flevoland,1357
1358,Almere,Almere,Flevoland,1358
1359,Almere,Almere,Flevoland,1359
1361,Almere,Almere,Flevoland,1361
1362,Almere,Almere,Flevoland,1362
1380,Weesp,Weesp,Noord Holland,1380
1381,Weesp,Weesp,Noord Holland,1381
1382,Weesp,Weesp,Noord Holland,1382
1383,Weesp,Weesp,Noord Holland,1383
1390,Abcoude,Abcoude,Utrecht,1390
1391,Abcoude,Abcoude,Utrecht,1391
1393,Nigtevecht,Loenen,Utrecht,1393
1394,Nederhorst den Berg,Wijdemeren,Noord Holland,1394
1396,Baambrugge,Abcoude,Utrecht,1396
1398,Muiden,Muiden,Noord Holland,1398
1399,Muiderberg,Muiden,Noord Holland,1399
1400,Bussum,Bussum,Noord Holland,1400
1401,Bussum,Bussum,Noord Holland,1401
1402,Bussum,Bussum,Noord Holland,1402
1403,Bussum,Bussum,Noord Holland,1403
1404,Bussum,Bussum,Noord Holland,1404
1405,Bussum,Bussum,Noord Holland,1405
1406,Bussum,Bussum,Noord Holland,1406
1410,Naarden,Naarden,Noord Holland,1410
1411,Naarden,Naarden,Noord Holland,1411
1412,Naarden,Naarden,Noord Holland,1412
1420,Uithoorn,Uithoorn,Noord Holland,1420
1421,Uithoorn,Uithoorn,Noord Holland,1421
1422,Uithoorn,Uithoorn,Noord Holland,1422
1423,Uithoorn,Uithoorn,Noord Holland,1423
1424,De Kwakel,Uithoorn,Noord Holland,1424
1426,De Hoef,De Ronde Venen,Utrecht,1426
1427,Amstelhoek,De Ronde Venen,Utrecht,1427
1428,Vrouwenakker,Liemeer,Zuid Holland,1428
1430,Aalsmeer,Aalsmeer,Noord Holland,1430
1431,Aalsmeer,Aalsmeer,Noord Holland,1431
1432,Aalsmeer,Aalsmeer,Noord Holland,1432
1433,Kudelstaart,Aalsmeer,Noord Holland,1433
1435,Rijsenhout,Haarlemmermeer,Noord Holland,1435
1436,Aalsmeerderbrug,Haarlemmermeer,Noord Holland,1436
1437,Rozenburg (NH),Haarlemmermeer,Noord Holland,1437
1438,Oude Meer,Haarlemmermeer,Noord Holland,1438
1440,Purmerend,Purmerend,Noord Holland,1440
1441,Purmerend,Purmerend,Noord Holland,1441
1442,Purmerend,Purmerend,Noord Holland,1442
1443,Purmerend,Purmerend,Noord Holland,1443
1444,Purmerend,Purmerend,Noord Holland,1444
1445,Purmerend,Purmerend,Noord Holland,1445
1446,Purmerend,Purmerend,Noord Holland,1446
1447,Purmerend,Purmerend,Noord Holland,1447
1448,Purmerend,Purmerend,Noord Holland,1448
1451,Purmerland,Landsmeer,Noord Holland,1451
1452,Ilpendam,Waterland,Noord Holland,1452
1454,Watergang,Waterland,Noord Holland,1454
1456,Wijdewormer,Wormerland,Noord Holland,1456
1458,Spijkerboor (NH),Wormerland,Noord Holland,1458
1461,Zuidoostbeemster,Beemster,Noord Holland,1461
1462,Middenbeemster,Beemster,Noord Holland,1462
1463,Noordbeemster,Beemster,Noord Holland,1463
1464,Westbeemster,Beemster,Noord Holland,1464
1471,Kwadijk,Zeevang,Noord Holland,1471
1472,Middelie,Zeevang,Noord Holland,1472
1473,Warder,Zeevang,Noord Holland,1473
1474,Oosthuizen,Zeevang,Noord Holland,1474
1475,Beets (NH),Zeevang,Noord Holland,1475
1476,Schardam,Zeevang,Noord Holland,1476
1477,Hobrede,Zeevang,Noord Holland,1477
1481,Purmer,Edam Volendam,Noord Holland,1481
1482,Purmer,Waterland,Noord Holland,1482
1483,De Rijp,Graft De Rijp,Noord Holland,1483
1484,Graft,Graft De Rijp,Noord Holland,1484
1485,Noordeinde (NH),Graft De Rijp,Noord Holland,1485
1486,West Graftdijk,Graft De Rijp,Noord Holland,1486
1487,Oost Graftdijk,Graft De Rijp,Noord Holland,1487
1488,Starnmeer,Graft De Rijp,Noord Holland,1488
1489,De Woude,Castricum,Noord Holland,1489
1500,Zaandam,Zaanstad,Noord Holland,1500
1501,Zaandam,Zaanstad,Noord Holland,1501
1502,Zaandam,Zaanstad,Noord Holland,1502
1503,Zaandam,Zaanstad,Noord Holland,1503
1504,Zaandam,Zaanstad,Noord Holland,1504
1505,Zaandam,Zaanstad,Noord Holland,1505
1506,Zaandam,Zaanstad,Noord Holland,1506
1507,Zaandam,Zaanstad,Noord Holland,1507
1508,Zaandam,Zaanstad,Noord Holland,1508
1509,Zaandam,Zaanstad,Noord Holland,1509
1510,Oostzaan,Oostzaan,Noord Holland,1510
1511,Oostzaan,Oostzaan,Noord Holland,1511
1520,Wormerveer,Zaanstad,Noord Holland,1520
1521,Wormerveer,Zaanstad,Noord Holland,1521
1525,Westknollendam,Zaanstad,Noord Holland,1525
1530,Wormer,Wormerland,Noord Holland,1530
1531,Wormer,Wormerland,Noord Holland,1531
1534,Oostknollendam,Wormerland,Noord Holland,1534
1536,Markenbinnen,Graft De Rijp,Noord Holland,1536
1540,Koog aan de Zaan,Zaanstad,Noord Holland,1540
1541,Koog aan de Zaan,Zaanstad,Noord Holland,1541
1544,Zaandijk,Zaanstad,Noord Holland,1544
1546,Jisp,Wormerland,Noord Holland,1546
1550,Westzaan,Zaanstad,Noord Holland,1550
1551,Westzaan,Zaanstad,Noord Holland,1551
1560,Krommenie,Zaanstad,Noord Holland,1560
1561,Krommenie,Zaanstad,Noord Holland,1561
1562,Krommenie,Zaanstad,Noord Holland,1562
1566,Assendelft,Zaanstad,Noord Holland,1566
1567,Assendelft,Zaanstad,Noord Holland,1567
1600,Enkhuizen,Enkhuizen,Noord Holland,1600
1601,Enkhuizen,Enkhuizen,Noord Holland,1601
1602,Enkhuizen,Enkhuizen,Noord Holland,1602
1606,Venhuizen,Drechterland,Noord Holland,1606
1607,Hem,Drechterland,Noord Holland,1607
1608,Wijdenes,Drechterland,Noord Holland,1608
1609,Oosterleek,Drechterland,Noord Holland,1609
1610,Bovenkarspel,Stede Broec,Noord Holland,1610
1611,Bovenkarspel,Stede Broec,Noord Holland,1611
1613,Grootebroek,Stede Broec,Noord Holland,1613
1614,Lutjebroek,Stede Broec,Noord Holland,1614
1616,Hoogkarspel,Drechterland,Noord Holland,1616
1617,Westwoud,Drechterland,Noord Holland,1617
1619,Andijk,Andijk,Noord Holland,1619
1620,Hoorn (NH),Hoorn,Noord Holland,1620
1621,Hoorn (NH),Hoorn,Noord Holland,1621
1622,Hoorn (NH),Hoorn,Noord Holland,1622
1623,Hoorn (NH),Hoorn,Noord Holland,1623
1624,Hoorn (NH),Hoorn,Noord Holland,1624
1625,Hoorn (NH),Hoorn,Noord Holland,1625
1627,Hoorn (NH),Hoorn,Noord Holland,1627
1628,Hoorn (NH),Hoorn,Noord Holland,1628
1631,Oudendijk (NH),Wester Koggenland,Noord Holland,1631
1633,Avenhorn,Wester Koggenland,Noord Holland,1633
1634,Scharwoude,Wester Koggenland,Noord Holland,1634
1636,Schermerhorn,Schermer,Noord Holland,1636
1641,Spierdijk,Wester Koggenland,Noord Holland,1641
1642,Spierdijk,Wester Koggenland,Noord Holland,1642
1643,Spierdijk,Wester Koggenland,Noord Holland,1643
1645,Ursem,Wester Koggenland,Noord Holland,1645
1646,Ursem Gemeente Schermer,Schermer,Noord Holland,1646
1647,Berkhout,Wester Koggenland,Noord Holland,1647
1648,De Goorn,Wester Koggenland,Noord Holland,1648
1650,Zuidermeer,Wester Koggenland,Noord Holland,1650
1652,Zuidermeer,Wester Koggenland,Noord Holland,1652
1654,Benningbroek,Noorder Koggenland,Noord Holland,1654
1655,Sijbekarspel,Noorder Koggenland,Noord Holland,1655
1657,Abbekerk,Noorder Koggenland,Noord Holland,1657
1658,Lambertschaag,Noorder Koggenland,Noord Holland,1658
1661,De Weere,Opmeer,Noord Holland,1661
1662,De Weere,Opmeer,Noord Holland,1662
1663,De Weere,Opmeer,Noord Holland,1663
1670,Medemblik,Medemblik,Noord Holland,1670
1671,Medemblik,Medemblik,Noord Holland,1671
1674,Opperdoes,Noorder Koggenland,Noord Holland,1674
1676,Twisk,Noorder Koggenland,Noord Holland,1676
1678,Oostwoud,Noorder Koggenland,Noord Holland,1678
1679,Midwoud,Noorder Koggenland,Noord Holland,1679
1680,Zwaagdijk,Wervershoof,Noord Holland,1680
1681,Zwaagdijk,Wervershoof,Noord Holland,1681
1682,Zwaagdijk,Wervershoof,Noord Holland,1682
1683,Zwaagdijk,Wervershoof,Noord Holland,1683
1684,Zwaagdijk,Wervershoof,Noord Holland,1684
1685,Zwaagdijk,Wognum,Noord Holland,1685
1686,Zwaagdijk,Wognum,Noord Holland,1686
1687,Wognum,Wognum,Noord Holland,1687
1688,Nibbixwoud,Wognum,Noord Holland,1688
1689,Zwaag,Hoorn,Noord Holland,1689
1691,Hauwert,Noorder Koggenland,Noord Holland,1691
1692,Hauwert,Noorder Koggenland,Noord Holland,1692
1693,Wervershoof,Wervershoof,Noord Holland,1693
1695,Blokker,Hoorn,Noord Holland,1695
1696,Oosterblokker,Drechterland,Noord Holland,1696
1697,Schellinkhout,Drechterland,Noord Holland,1697
1700,Heerhugowaard,Heerhugowaard,Noord Holland,1700
1701,Heerhugowaard,Heerhugowaard,Noord Holland,1701
1702,Heerhugowaard,Heerhugowaard,Noord Holland,1702
1703,Heerhugowaard,Heerhugowaard,Noord Holland,1703
1704,Heerhugowaard,Heerhugowaard,Noord Holland,1704
1705,Heerhugowaard,Heerhugowaard,Noord Holland,1705
1710,Hensbroek,Obdam,Noord Holland,1710
1711,Hensbroek,Obdam,Noord Holland,1711
1713,Obdam,Obdam,Noord Holland,1713
1715,Spanbroek,Opmeer,Noord Holland,1715
1716,Opmeer,Opmeer,Noord Holland,1716
1718,Hoogwoud,Opmeer,Noord Holland,1718
1719,Aartswoud,Opmeer,Noord Holland,1719
1720,Broek op Langedijk,Langedijk,Noord Holland,1720
1721,Broek op Langedijk,Langedijk,Noord Holland,1721
1722,Zuid Scharwoude,Langedijk,Noord Holland,1722
1723,Noord Scharwoude,Langedijk,Noord Holland,1723
1724,Oudkarspel,Langedijk,Noord Holland,1724
1730,Winkel,Niedorp,Noord Holland,1730
1731,Winkel,Niedorp,Noord Holland,1731
1732,Lutjewinkel,Niedorp,Noord Holland,1732
1733,Nieuwe Niedorp,Niedorp,Noord Holland,1733
1734,Oude Niedorp,Niedorp,Noord Holland,1734
1735,t Veld,Niedorp,Noord Holland,1735
1736,Zijdewind,Niedorp,Noord Holland,1736
1738,Waarland,Harenkarpsel,Noord Holland,1738
1740,Schagen,Schagen,Noord Holland,1740
1741,Schagen,Schagen,Noord Holland,1741
1742,Schagen,Schagen,Noord Holland,1742
1744,Sint Maarten,Harenkarpsel,Noord Holland,1744
1746,Dirkshorn,Harenkarpsel,Noord Holland,1746
1747,Tuitjenhorn,Harenkarpsel,Noord Holland,1747
1749,Warmenhuizen,Harenkarpsel,Noord Holland,1749
1750,Schagerbrug,Zijpe,Noord Holland,1750
1751,Schagerbrug,Zijpe,Noord Holland,1751
1752,Sint Maartensbrug,Zijpe,Noord Holland,1752
1753,Sint Maartensvlotbrug,Zijpe,Noord Holland,1753
1754,Burgerbrug,Zijpe,Noord Holland,1754
1755,Petten,Zijpe,Noord Holland,1755
1756,t Zand (NH),Zijpe,Noord Holland,1756
1757,Oudesluis,Zijpe,Noord Holland,1757
1759,Callantsoog,Zijpe,Noord Holland,1759
1760,Anna Paulowna,Anna Paulowna,Noord Holland,1760
1761,Anna Paulowna,Anna Paulowna,Noord Holland,1761
1764,Breezand,Anna Paulowna,Noord Holland,1764
1766,Wieringerwaard,Anna Paulowna,Noord Holland,1766
1767,Kolhorn,Niedorp,Noord Holland,1767
1768,Barsingerhorn,Niedorp,Noord Holland,1768
1770,Wieringerwerf,Wieringermeer,Noord Holland,1770
1771,Wieringerwerf,Wieringermeer,Noord Holland,1771
1773,Kreileroord,Wieringermeer,Noord Holland,1773
1774,Slootdorp,Wieringermeer,Noord Holland,1774
1775,Middenmeer,Wieringermeer,Noord Holland,1775
1777,Hippolytushoef,Wieringen,Noord Holland,1777
1778,Westerland,Wieringen,Noord Holland,1778
1779,Den Oever,Wieringen,Noord Holland,1779
1780,Den Helder,Den Helder,Noord Holland,1780
1781,Den Helder,Den Helder,Noord Holland,1781
1782,Den Helder,Den Helder,Noord Holland,1782
1783,Den Helder,Den Helder,Noord Holland,1783
1784,Den Helder,Den Helder,Noord Holland,1784
1785,Den Helder,Den Helder,Noord Holland,1785
1786,Den Helder,Den Helder,Noord Holland,1786
1787,Den Helder,Den Helder,Noord Holland,1787
1788,Den Helder,Den Helder,Noord Holland,1788
1790,Den Burg,Texel,Noord Holland,1790
1791,Den Burg,Texel,Noord Holland,1791
1792,Oudeschild,Texel,Noord Holland,1792
1793,De Waal,Texel,Noord Holland,1793
1794,Oosterend (NH),Texel,Noord Holland,1794
1795,De Cocksdorp,Texel,Noord Holland,1795
1796,De Koog,Texel,Noord Holland,1796
1797,Den Hoorn Texel,Texel,Noord Holland,1797
1800,Alkmaar,Alkmaar,Noord Holland,1800
1801,Alkmaar,Alkmaar,Noord Holland,1801
1802,Alkmaar,Alkmaar,Noord Holland,1802
1810,Alkmaar,Alkmaar,Noord Holland,1810
1811,Alkmaar,Alkmaar,Noord Holland,1811
1812,Alkmaar,Alkmaar,Noord Holland,1812
1813,Alkmaar,Alkmaar,Noord Holland,1813
1814,Alkmaar,Alkmaar,Noord Holland,1814
1815,Alkmaar,Alkmaar,Noord Holland,1815
1816,Alkmaar,Alkmaar,Noord Holland,1816
1817,Alkmaar,Alkmaar,Noord Holland,1817
1821,Alkmaar,Alkmaar,Noord Holland,1821
1822,Alkmaar,Alkmaar,Noord Holland,1822
1823,Alkmaar,Alkmaar,Noord Holland,1823
1824,Alkmaar,Alkmaar,Noord Holland,1824
1825,Alkmaar,Alkmaar,Noord Holland,1825
1826,Alkmaar,Alkmaar,Noord Holland,1826
1827,Alkmaar,Alkmaar,Noord Holland,1827
1829,Oudorp (NH),Alkmaar,Noord Holland,1829
1830,Koedijk,Alkmaar,Noord Holland,1830
1831,Koedijk,Alkmaar,Noord Holland,1831
1832,Koedijk,Langedijk,Noord Holland,1832
1834,Sint Pancras,Langedijk,Noord Holland,1834
1840,Stompetoren,Schermer,Noord Holland,1840
1841,Stompetoren,Schermer,Noord Holland,1841
1842,Oterleek,Schermer,Noord Holland,1842
1843,Grootschermer,Schermer,Noord Holland,1843
1844,Driehuizen,Schermer,Noord Holland,1844
1846,Zuidschermer,Schermer,Noord Holland,1846
1847,Zuidschermer,Schermer,Noord Holland,1847
1850,Heiloo,Heiloo,Noord Holland,1850
1851,Heiloo,Heiloo,Noord Holland,1851
1852,Heiloo,Heiloo,Noord Holland,1852
1860,Bergen (NH),Bergen (NH),Noord Holland,1860
1861,Bergen (NH),Bergen (NH),Noord Holland,1861
1862,Bergen (NH),Bergen (NH),Noord Holland,1862
1865,Bergen aan Zee,Bergen (NH),Noord Holland,1865
1870,Schoorl,Bergen (NH),Noord Holland,1870
1871,Schoorl,Bergen (NH),Noord Holland,1871
1873,Groet,Bergen (NH),Noord Holland,1873
1900,Castricum,Castricum,Noord Holland,1900
1901,Castricum,Castricum,Noord Holland,1901
1902,Castricum,Castricum,Noord Holland,1902
1906,Limmen,Castricum,Noord Holland,1906
1910,Uitgeest,Uitgeest,Noord Holland,1910
1911,Uitgeest,Uitgeest,Noord Holland,1911
1920,Akersloot,Castricum,Noord Holland,1920
1921,Akersloot,Castricum,Noord Holland,1921
1930,Egmond aan Zee,Bergen (NH),Noord Holland,1930
1931,Egmond aan Zee,Bergen (NH),Noord Holland,1931
1934,Egmond aan de Hoef,Bergen (NH),Noord Holland,1934
1935,Egmond Binnen,Bergen (NH),Noord Holland,1935
1940,Beverwijk,Beverwijk,Noord Holland,1940
1941,Beverwijk,Beverwijk,Noord Holland,1941
1942,Beverwijk,Beverwijk,Noord Holland,1942
1943,Beverwijk,Beverwijk,Noord Holland,1943
1944,Beverwijk,Beverwijk,Noord Holland,1944
1945,Beverwijk,Beverwijk,Noord Holland,1945
1946,Beverwijk,Beverwijk,Noord Holland,1946
1947,Beverwijk,Beverwijk,Noord Holland,1947
1948,Beverwijk,Beverwijk,Noord Holland,1948
1949,Wijk aan Zee,Beverwijk,Noord Holland,1949
1950,Velsen Noord,Velsen,Noord Holland,1950
1951,Velsen Noord,Velsen,Noord Holland,1951
1960,Heemskerk,Heemskerk,Noord Holland,1960
1961,Heemskerk,Heemskerk,Noord Holland,1961
1962,Heemskerk,Heemskerk,Noord Holland,1962
1963,Heemskerk,Heemskerk,Noord Holland,1963
1964,Heemskerk,Heemskerk,Noord Holland,1964
1965,Heemskerk,Heemskerk,Noord Holland,1965
1966,Heemskerk,Heemskerk,Noord Holland,1966
1967,Heemskerk,Heemskerk,Noord Holland,1967
